 name	GO
PF3D7_1119400	PF3D7_1119400	GO:0016020
PF3D7_1446300	PF3D7_1446300	GO:0016020
PF3D7_0828300	PF3D7_0828300	GO:0016020
PF3D7_1228700	PF3D7_1228700	GO:0016020
PF3D7_1131400	PF3D7_1131400	GO:0016020
PF3D7_0307700	PF3D7_0307700	GO:0016020
PF3D7_0531400	PF3D7_0531400	GO:0016020
PF3D7_0202900	DHHC12	GO:0016020
PF3D7_1023300	PF3D7_1023300	GO:0016020
PF3D7_0717200	PF3D7_0717200	GO:0016020
PF3D7_0206500	PF3D7_0206500	GO:0016020
PF3D7_1428500	PF3D7_1428500	GO:0016020
PF3D7_1005400	PF3D7_1005400	GO:0016020
PF3D7_0215900	DHHC11	GO:0016020
PF3D7_1004200	PF3D7_1004200	GO:0016020
PF3D7_1249700	PF3D7_1249700	GO:0016020
PF3D7_1231900	PF3D7_1231900	GO:0016020
PF3D7_1442700	PF3D7_1442700	GO:0016020
PF3D7_1464400	PF3D7_1464400	GO:0016020
PF3D7_1117400	PF3D7_1117400	GO:0016020
PF3D7_0824500	PF3D7_0824500	GO:0016020
PF3D7_1400300	RIF	GO:0016020
PF3D7_1014500	PF3D7_1014500	GO:0016020
PF3D7_0824800	PF3D7_0824800	GO:0016020
PF3D7_1403000	PF3D7_1403000	GO:0016020
PF3D7_1446700	PF3D7_1446700	GO:0016020
PF3D7_1428100	WBP11	GO:0016020
PF3D7_1315300	PF3D7_1315300	GO:0016020
PF3D7_0915900	PF3D7_0915900	GO:0016020
PF3D7_1025500	PF3D7_1025500	GO:0016020
PF3D7_1247600	PF3D7_1247600	GO:0016020
PF3D7_0219700	GEXP20	GO:0016020
PF3D7_0201500	PF3D7_0201500	GO:0016020
PF3D7_1200300	RIF	GO:0016020
PF3D7_0612000	PF3D7_0612000	GO:0016020
PF3D7_0617600	PF3D7_0617600	GO:0016020
PF3D7_1138600	PF3D7_1138600	GO:0016020
PF3D7_1478000	GEXP17	GO:0016020
PF3D7_1472100	YIP1	GO:0016020
PF3D7_1131600	PF3D7_1131600	GO:0016020
PF3D7_1457100	PF3D7_1457100	GO:0016020
PF3D7_1120600	PF3D7_1120600	GO:0016020
PF3D7_0728100	PF3D7_0728100	GO:0016020
PF3D7_0401000	RIF	GO:0016020
PF3D7_0713500	PF3D7_0713500	GO:0016020
PF3D7_0524200	PF3D7_0524200	GO:0016020
PF3D7_1223000	PF3D7_1223000	GO:0016020
PF3D7_0727000	VPS53	GO:0016020
PF3D7_1143200	PF3D7_1143200	GO:0016020
PF3D7_1039900	EPF4	GO:0016020
PF3D7_1360200	EMC3	GO:0016020
PF3D7_0212800	MATE	GO:0016020
PF3D7_1220600	PF3D7_1220600	GO:0016020
PF3D7_0817200	PF3D7_0817200	GO:0016020
PF3D7_1311600	PF3D7_1311600	GO:0016020
PF3D7_1439400	PF3D7_1439400	GO:0016020
PF3D7_0514200	PF3D7_0514200	GO:0016020
PF3D7_1478800	PF3D7_1478800	GO:0016020
PF3D7_0105400	PF3D7_0105400	GO:0016020
PF3D7_1003200	PF3D7_1003200	GO:0016020
PF3D7_0937400	RIF	GO:0016020
PF3D7_1365200	PF3D7_1365200	GO:0016020
PF3D7_1428400	WDTC1	GO:0016020
PF3D7_0219400	PF3D7_0219400	GO:0016020
PF3D7_1002700	PF3D7_1002700	GO:0016020
PF3D7_1029500	PF3D7_1029500	GO:0016020
PF3D7_0318900	PF3D7_0318900	GO:0016020
PF3D7_0624700	PIGL	GO:0016020
PF3D7_1208500	PF3D7_1208500	GO:0016020
PF3D7_1354000	PF3D7_1354000	GO:0016020
PF3D7_1040900	RIF	GO:0016020
PF3D7_0804500	PF3D7_0804500	GO:0016020
PF3D7_1218100	PF3D7_1218100	GO:0016020
PF3D7_1413900	PF3D7_1413900	GO:0016020
PF3D7_0216100	PF3D7_0216100	GO:0016020
PF3D7_1133300	CDC50B	GO:0016020
PF3D7_1464900	PF3D7_1464900	GO:0016020
PF3D7_0103900	PIESP15	GO:0016020
PF3D7_1254100	PF3D7_1254100	GO:0016020
PF3D7_0310200	PF3D7_0310200	GO:0016020
PF3D7_1014700	PHB2	GO:0016020
PF3D7_1430900	COX2	GO:0016020
PF3D7_1477100	PF3D7_1477100	GO:0016020
PF3D7_1346100	SEC61A	GO:0016020
PF3D7_1470500	PDEdelta	GO:0016020
PF3D7_1443700	DPCK	GO:0016020
PF3D7_1201400	PF3D7_1201400	GO:0016020
PF3D7_1034800	PF3D7_1034800	GO:0016020
PF3D7_0504900	PF3D7_0504900	GO:0016020
PF3D7_1237100	PF3D7_1237100	GO:0016020
PF3D7_1236900	PF3D7_1236900	GO:0016020
PF3D7_1036700	PhLP2	GO:0016020
PF3D7_1471900	PF3D7_1471900	GO:0016020
PF3D7_1350600	PF3D7_1350600	GO:0016020
PF3D7_0220200	PF3D7_0220200	GO:0016020
PF3D7_0221800	PF3D7_0221800	GO:0016020
PF3D7_1347300	PF3D7_1347300	GO:0016020
PF3D7_1406800	GAPM3	GO:0016020
PF3D7_0526400	PF3D7_0526400	GO:0016020
PF3D7_1016100	PF3D7_1016100	GO:0016020
PF3D7_0404300	PF3D7_0404300	GO:0016020
PF3D7_0819600	PF3D7_0819600	GO:0016020
PF3D7_1147800	MAEBL	GO:0016020
PF3D7_0220700	PF3D7_0220700	GO:0016020
PF3D7_1353700	ROMO1	GO:0016020
PF3D7_1034500	PF3D7_1034500	GO:0016020
PF3D7_1013300	PF3D7_1013300	GO:0016020
PF3D7_0316600	FNT	GO:0016020
PF3D7_1248600	PF3D7_1248600	GO:0016020
PF3D7_1362300	TMCO1	GO:0016020
PF3D7_1002200	PArt	GO:0016020
PF3D7_1208800	PF3D7_1208800	GO:0016020
PF3D7_0718800	PF3D7_0718800	GO:0016020
PF3D7_1313500	PF3D7_1313500	GO:0016020
PF3D7_1458000	FP1	GO:0016020
PF3D7_1115700	FP2A	GO:0016020
PF3D7_1120700	PF3D7_1120700	GO:0016020
PF3D7_0632300	RIF	GO:0016020
PF3D7_1453400	PF3D7_1453400	GO:0016020
PF3D7_1240100	ETRAMP12	GO:0016020
PF3D7_1112100	PF3D7_1112100	GO:0016020
PF3D7_0421200	RIF	GO:0016020
PF3D7_1349700	PF3D7_1349700	GO:0016020
PF3D7_0314100	PF3D7_0314100	GO:0016020
PF3D7_1452900	PF3D7_1452900	GO:0016020
PF3D7_1350500	PF3D7_1350500	GO:0016020
PF3D7_0905500	PF3D7_0905500	GO:0016020
PF3D7_1479900	PF3D7_1479900	GO:0016020
PF3D7_0318100	STOML	GO:0016020
PF3D7_1304200	MIT2	GO:0016020
PF3D7_1136200	PF3D7_1136200	GO:0016020
PF3D7_1119600	PF3D7_1119600	GO:0016020
PF3D7_0111400	GEXP19	GO:0016020
PF3D7_1347800	LRR4.1	GO:0016020
PF3D7_0314800	PF3D7_0314800	GO:0016020
PF3D7_1232700	PF3D7_1232700	GO:0016020
PF3D7_1409900	CDS	GO:0016020
PF3D7_1007300	PF3D7_1007300	GO:0016020
PF3D7_1107900	MSCS	GO:0016020
PF3D7_1313900	PF3D7_1313900	GO:0016020
PF3D7_1253100	PF3D7_1253100	GO:0016020
PF3D7_1437000	PF3D7_1437000	GO:0016020
PF3D7_1209500	PDE1	GO:0016020
PF3D7_1026000	PF3D7_1026000	GO:0016020
PF3D7_0930200	LRR8	GO:0016020
PF3D7_0310800	PF3D7_0310800	GO:0016020
PF3D7_1209700	PF3D7_1209700	GO:0016020
PF3D7_1032600	PF3D7_1032600	GO:0016020
PF3D7_1449900	PF3D7_1449900	GO:0016020
PF3D7_1018800	PF3D7_1018800	GO:0016020
PF3D7_0906700	LRR9	GO:0016020
PF3D7_0925100	PF3D7_0925100	GO:0016020
PF3D7_1003400	PF3D7_1003400	GO:0016020
PF3D7_1238700	PF3D7_1238700	GO:0016020
PF3D7_0212500	PF3D7_0212500	GO:0016020
PF3D7_1464100	PF3D7_1464100	GO:0016020
PF3D7_1452000	RON2	GO:0016020
PF3D7_1041100	RIF	GO:0016020
PF3D7_1024600	PF3D7_1024600	GO:0016020
PF3D7_0222800	PF3D7_0222800	GO:0016020
PF3D7_0813300	PF3D7_0813300	GO:0016020
PF3D7_0204700	HT	GO:0016020
PF3D7_1029100	PF3D7_1029100	GO:0016020
PF3D7_0913500	PF3D7_0913500	GO:0016020
PF3D7_1247100	PF3D7_1247100	GO:0016020
PF3D7_1450500	PF3D7_1450500	GO:0016020
PF3D7_1433300	PF3D7_1433300	GO:0016020
PF3D7_0307900	PF3D7_0307900	GO:0016020
PF3D7_0423000	PF3D7_0423000	GO:0016020
PF3D7_0732000	PF3D7_0732000	GO:0016020
PF3D7_1135600	PF3D7_1135600	GO:0016020
PF3D7_1245900	PF3D7_1245900	GO:0016020
PF3D7_0930300	MSP1	GO:0016020
PF3D7_1130900	PF3D7_1130900	GO:0016020
PF3D7_1348400	PF3D7_1348400	GO:0016020
PF3D7_0724700	PF3D7_0724700	GO:0016020
PF3D7_1122600	PF3D7_1122600	GO:0016020
PF3D7_0603000	PF3D7_0603000	GO:0016020
PF3D7_1315600	PIS	GO:0016020
PF3D7_1206900	PF3D7_1206900	GO:0016020
PF3D7_1441500	PF3D7_1441500	GO:0016020
PF3D7_1237500	PF3D7_1237500	GO:0016020
PF3D7_1208100	PF3D7_1208100	GO:0016020
PF3D7_1444700	PF3D7_1444700	GO:0016020
PF3D7_1430000	PF3D7_1430000	GO:0016020
PF3D7_1423800	VPS3	GO:0016020
PF3D7_0323100	PF3D7_0323100	GO:0016020
PF3D7_0100600	RIF	GO:0016020
PF3D7_1426600	PF3D7_1426600	GO:0016020
PF3D7_0719100	PF3D7_0719100	GO:0016020
PF3D7_1011100	PF3D7_1011100	GO:0016020
PF3D7_0807200	PF3D7_0807200	GO:0016020
PF3D7_0609100	ZIP1	GO:0016020
PF3D7_1015000	PF3D7_1015000	GO:0016020
PF3D7_0115400	PF3D7_0115400	GO:0016020
PF3D7_0921900	PF3D7_0921900	GO:0016020
PF3D7_0215400	PF3D7_0215400	GO:0016020
PF3D7_1101200	RIF	GO:0016020
PF3D7_1036400	LSA1	GO:0016020
PF3D7_1442600	TREP	GO:0016020
PF3D7_0522600	PF3D7_0522600	GO:0016020
PF3D7_0403400	PF3D7_0403400	GO:0016020
PF3D7_1479400	RIF	GO:0016020
PF3D7_1137300	PF3D7_1137300	GO:0016020
PF3D7_0616300	PF3D7_0616300	GO:0016020
PF3D7_1470100	PF3D7_1470100	GO:0016020
PF3D7_1477200	PF3D7_1477200	GO:0016020
PF3D7_1346000	PF3D7_1346000	GO:0016020
PF3D7_1475800	PF3D7_1475800	GO:0016020
PF3D7_1448300	PF3D7_1448300	GO:0016020
PF3D7_0115300	RIF	GO:0016020
PF3D7_1400500	RIF	GO:0016020
PF3D7_1408100	HAP	GO:0016020
PF3D7_1215900	SR10	GO:0016020
PF3D7_0604000	PF3D7_0604000	GO:0016020
PF3D7_1476500	PF3D7_1476500	GO:0016020
PF3D7_1116600	STT3	GO:0016020
PF3D7_0407800	PF3D7_0407800	GO:0016020
PF3D7_1319000	PF3D7_1319000	GO:0016020
PF3D7_1105300	PF3D7_1105300	GO:0016020
PF3D7_1320400	SPB	GO:0016020
PF3D7_1249800	THO2	GO:0016020
PF3D7_1014600	ADA2	GO:0016020
PF3D7_1319200	PF3D7_1319200	GO:0016020
PF3D7_0217400	PF3D7_0217400	GO:0016020
PF3D7_0114500	PF3D7_0114500	GO:0016020
PF3D7_1020600	PF3D7_1020600	GO:0016020
PF3D7_1241900	PF3D7_1241900	GO:0016020
PF3D7_1337500	PF3D7_1337500	GO:0016020
PF3D7_1147600	PF3D7_1147600	GO:0016020
PF3D7_1415600	PF3D7_1415600	GO:0016020
PF3D7_1255000	RIF	GO:0016020
PF3D7_1040600	RIF	GO:0016020
PF3D7_1322700	PF3D7_1322700	GO:0016020
PF3D7_1310300	PF3D7_1310300	GO:0016020
PF3D7_0604300	PF3D7_0604300	GO:0016020
PF3D7_0812100	PF3D7_0812100	GO:0016020
PF3D7_0318300	PF3D7_0318300	GO:0016020
PF3D7_1416000	PF3D7_1416000	GO:0016020
PF3D7_0300500	RIF	GO:0016020
PF3D7_1137600	PF3D7_1137600	GO:0016020
PF3D7_0213200	PF3D7_0213200	GO:0016020
PF3D7_1033800	PF3D7_1033800	GO:0016020
PF3D7_1114900	PF3D7_1114900	GO:0016020
PF3D7_1456300	PF3D7_1456300	GO:0016020
PF3D7_0707600	MED10	GO:0016020
PF3D7_0220000	LSA3	GO:0016020
PF3D7_1143700	PF3D7_1143700	GO:0016020
PF3D7_1229900	PF3D7_1229900	GO:0016020
PF3D7_0108700	PSOP24	GO:0016020
PF3D7_1254000	RIF	GO:0016020
PF3D7_1405100	PF3D7_1405100	GO:0016020
PF3D7_1402800	PF3D7_1402800	GO:0016020
PF3D7_1023000	PF3D7_1023000	GO:0016020
PF3D7_1101500	EPF4	GO:0016020
PF3D7_0713700	PF3D7_0713700	GO:0016020
PF3D7_1237200	PF3D7_1237200	GO:0016020
PF3D7_0216300	PF3D7_0216300	GO:0016020
PF3D7_0220300	PF3D7_0220300	GO:0016020
PF3D7_1352400	PF3D7_1352400	GO:0016020
PF3D7_0532900	RIF	GO:0016020
PF3D7_0114700	RIF	GO:0016020
PF3D7_1450800	PF3D7_1450800	GO:0016020
PF3D7_0802400	PF3D7_0802400	GO:0016020
PF3D7_0623300	PF3D7_0623300	GO:0016020
PF3D7_0917300	PF3D7_0917300	GO:0016020
PF3D7_1425800	PF3D7_1425800	GO:0016020
PF3D7_1027900	DHHC10	GO:0016020
PF3D7_1475300	COX11	GO:0016020
PF3D7_1340300	PF3D7_1340300	GO:0016020
PF3D7_1304200	MIT2	GO:0016020
PF3D7_1244900	PF3D7_1244900	GO:0016020
PF3D7_1032300	PF3D7_1032300	GO:0016020
PF3D7_1456800	VP1	GO:0016020
PF3D7_1228900	PF3D7_1228900	GO:0016020
PF3D7_1474000	PF3D7_1474000	GO:0016020
PF3D7_0200400	PF3D7_0200400	GO:0016020
PF3D7_1349500	PF3D7_1349500	GO:0016020
PF3D7_0631800	RIF	GO:0016020
PF3D7_1236000	PF3D7_1236000	GO:0016020
PF3D7_0631600	EPF4	GO:0016020
PF3D7_0401600	RIF	GO:0016020
PF3D7_0418300	PF3D7_0418300	GO:0016020
PF3D7_0419300	PF3D7_0419300	GO:0016020
PF3D7_0613100	PF3D7_0613100	GO:0016020
PF3D7_1138800	PF3D7_1138800	GO:0016020
PF3D7_1001900	PfJ23	GO:0016020
PF3D7_0201900	EMP3	GO:0016020
PF3D7_0934900	PF3D7_0934900	GO:0016020
PF3D7_0719400	PF3D7_0719400	GO:0016020
PF3D7_0732700	RIF	GO:0016020
PF3D7_1453000	PF3D7_1453000	GO:0016020
PF3D7_0208800	PF3D7_0208800	GO:0016020
PF3D7_1212600	PF3D7_1212600	GO:0016020
PF3D7_1136800	PF3D7_1136800	GO:0016020
PF3D7_1201100	PF3D7_1201100	GO:0016020
PF3D7_1222100	PF3D7_1222100	GO:0016020
PF3D7_1359700	PF3D7_1359700	GO:0016020
PF3D7_0607200	PF3D7_0607200	GO:0016020
PF3D7_0104100	PF3D7_0104100	GO:0016020
PF3D7_1246000	PF3D7_1246000	GO:0016020
PF3D7_0622100	PF3D7_0622100	GO:0016020
PF3D7_1005300	PF3D7_1005300	GO:0016020
PF3D7_1477400	PF3D7_1477400	GO:0016020
PF3D7_1037200	PF3D7_1037200	GO:0016020
PF3D7_1000300	RIF	GO:0016020
PF3D7_0113800	PF3D7_0113800	GO:0016020
PF3D7_0932000	PF3D7_0932000	GO:0016020
PF3D7_1423400	PF3D7_1423400	GO:0016020
PF3D7_1000600	RIF	GO:0016020
PF3D7_1002600	PF3D7_1002600	GO:0016020
PF3D7_1478600	PTP3	GO:0016020
PF3D7_1028200	PF3D7_1028200	GO:0016020
PF3D7_0102800	PF3D7_0102800	GO:0016020
PF3D7_1333900	PF3D7_1333900	GO:0016020
PF3D7_1340900	PiT	GO:0016020
PF3D7_1251400	PF3D7_1251400	GO:0016020
PF3D7_1131900	PF3D7_1131900	GO:0016020
PF3D7_1024500	PF3D7_1024500	GO:0016020
PF3D7_1452500	STX6	GO:0016020
PF3D7_1459500	PF3D7_1459500	GO:0016020
PF3D7_1149100	PF3D7_1149100	GO:0016020
PF3D7_0624800	PF3D7_0624800	GO:0016020
PF3D7_1364400	PF3D7_1364400	GO:0016020
PF3D7_1310200	PF3D7_1310200	GO:0016020
PF3D7_0715800	DMT1	GO:0016020
PF3D7_1147800	MAEBL	GO:0016020
PF3D7_1147800	MAEBL	GO:0016020
PF3D7_1146900	PF3D7_1146900	GO:0016020
PF3D7_1430900	COX2	GO:0016020
PF3D7_1243000	SYN16	GO:0016020
PF3D7_0310400	PIESP1	GO:0016020
PF3D7_1426500	ABCG2	GO:0016020
PF3D7_0719500	CDC50A	GO:0016020
PF3D7_0523800	PF3D7_0523800	GO:0016020
PF3D7_0523900	PF3D7_0523900	GO:0016020
PF3D7_0103900	PIESP15	GO:0016020
PF3D7_1464900	PF3D7_1464900	GO:0016020
PF3D7_1465500	K2	GO:0016020
PF3D7_1107900	MSCS	GO:0016020
PF3D7_1360200	EMC3	GO:0016020
PF3D7_0609100	ZIP1	GO:0016020
PF3D7_0314100	PF3D7_0314100	GO:0016020
PF3D7_0313300	PF3D7_0313300	GO:0016020
PF3D7_0531000	PF3D7_0531000	GO:0016020
PF3D7_1133300	CDC50B	GO:0016020
PF3D7_1132800	AQP	GO:0016020
PF3D7_1133400	AMA1	GO:0016020
PF3D7_1340900	PiT	GO:0016020
PF3D7_1116600	STT3	GO:0016020
PF3D7_0212800	MATE	GO:0016020
mal_mito_3	CYTB	GO:0016020
mal_mito_1	COX3	GO:0016020
PF3D7_1022300	ZIPCO	GO:0016020
PF3D7_1236000	PF3D7_1236000	GO:0016020
PF3D7_1235200	VP2	GO:0016020
PF3D7_1239700	FTSH1	GO:0016020
PF3D7_0210000	Sec61-gamma	GO:0016020
PF3D7_0210700	SYN17	GO:0016020
PF3D7_1346100	SEC61A	GO:0016020
PF3D7_1452500	STX6	GO:0016020
PF3D7_1472100	YIP1	GO:0016020
PF3D7_1332000	SYN5	GO:0016020
PF3D7_1331300	SEC11	GO:0016020
PF3D7_0628300	CEPT	GO:0016020
PF3D7_1456800	VP1	GO:0016020
PF3D7_1104100	SYN13	GO:0016020
PF3D7_0204700	HT	GO:0016020
PF3D7_1461700	PF3D7_1461700	GO:0017038
PF3D7_0825300	PF3D7_0825300	GO:0017038
PF3D7_0305900	PF3D7_0305900	GO:0017038
PF3D7_0929900	PF3D7_0929900	GO:0006810
PF3D7_1004200	PF3D7_1004200	GO:0006810
PF3D7_0307800	PF3D7_0307800	GO:0006810
PF3D7_1021700	PF3D7_1021700	GO:0006810
PF3D7_1103900	PF3D7_1103900	GO:0006810
PF3D7_0905500	PF3D7_0905500	GO:0006810
PF3D7_0612000	PF3D7_0612000	GO:0006810
PF3D7_1029200	PF3D7_1029200	GO:0006810
PF3D7_1352400	PF3D7_1352400	GO:0006810
PF3D7_0710300	PF3D7_0710300	GO:0006810
PF3D7_0108800	PF3D7_0108800	GO:0006810
PF3D7_0104100	PF3D7_0104100	GO:0006810
PF3D7_1353700	ROMO1	GO:0006810
PF3D7_1011300	ARV1	GO:0006810
PF3D7_1010300	SDH4	GO:0006810
PF3D7_1105900	PF3D7_1105900	GO:0006810
PF3D7_0932100	PF3D7_0932100	GO:0006810
PF3D7_1321000	PF3D7_1321000	GO:0006810
PF3D7_1473500	PF3D7_1473500	GO:0006810
PF3D7_1127600	PF3D7_1127600	GO:0006810
PF3D7_1221200	PF3D7_1221200	GO:0006810
PF3D7_1125000	PF3D7_1125000	GO:0006810
PF3D7_1431900	ISC3	GO:0006810
PF3D7_1138200	PF3D7_1138200	GO:0006810
PF3D7_1349700	PF3D7_1349700	GO:0006810
PF3D7_1204900	PF3D7_1204900	GO:0006810
PF3D7_0613100	PF3D7_0613100	GO:0006810
PF3D7_1242300	PF3D7_1242300	GO:0006810
PF3D7_1425700	PF3D7_1425700	GO:0006810
PF3D7_1005800	PF3D7_1005800	GO:0006810
PF3D7_0526400	PF3D7_0526400	GO:0006810
PF3D7_0218100	PF3D7_0218100	GO:0006810
PF3D7_1112000	PF3D7_1112000	GO:0006810
PF3D7_0513500	PAM16	GO:0065002
PF3D7_0825300	PF3D7_0825300	GO:0065002
PF3D7_0305900	PF3D7_0305900	GO:0065002
PF3D7_1461700	PF3D7_1461700	GO:0065002
PF3D7_1243500	SNF7	GO:0007034
PF3D7_1441800	VPS60	GO:0007034
PF3D7_0906100	VPS46	GO:0007034
PF3D7_0622300	PF3D7_0622300	GO:0007034
PF3D7_0816200	VPS2	GO:0007034
PF3D7_1243500	SNF7	GO:0007034
PF3D7_1441800	VPS60	GO:0007034
PF3D7_0906100	VPS46	GO:0007034
PF3D7_0816200	VPS2	GO:0007034
PF3D7_0526600	PF3D7_0526600	GO:0008610
PF3D7_0818300	PF3D7_0818300	GO:0008610
PF3D7_0219100	PF3D7_0219100	GO:0008610
PF3D7_1331300	SEC11	GO:0008236
PF3D7_1320400	SPB	GO:0008236
PF3D7_0321500	PF3D7_0321500	GO:0008236
PF3D7_0321500	PF3D7_0321500	GO:0008236
PF3D7_0302700	PF3D7_0302700	GO:0043231
PF3D7_1022900	PF3D7_1022900	GO:0043231
PF3D7_0416700	PF3D7_0416700	GO:0043231
PF3D7_1223200	PF3D7_1223200	GO:0031965
PF3D7_1419400	PF3D7_1419400	GO:0031965
PF3D7_1223200	PF3D7_1223200	GO:0031965
PF3D7_1408800	PF3D7_1408800	GO:0005882
PF3D7_1109200	PF3D7_1109200	GO:0005882
PF3D7_0911500	PF3D7_0911500	GO:0005882
PF3D7_1326700	PF3D7_1326700	GO:0016042
PF3D7_1017200	PF3D7_1017200	GO:0016042
PF3D7_1313500	PF3D7_1313500	GO:0016042
PF3D7_0218600	PF3D7_0218600	GO:0016042
PF3D7_1221900	PF3D7_1221900	GO:0016042
PF3D7_1126600	PF3D7_1126600	GO:0016042
PF3D7_0624500	APC11	GO:0005680
PF3D7_1124400	LSM1	GO:0030529
PF3D7_0810800	PPPK-DHPS	GO:0042558
PF3D7_0810800	PPPK-DHPS	GO:0042558
PF3D7_0810800	PPPK-DHPS	GO:0009396
PF3D7_0630700	PF3D7_0630700	GO:0009396
PF3D7_1324800	DHFS-FPGS	GO:0009396
PF3D7_1247600	PF3D7_1247600	GO:0033014
PF3D7_1247600	PF3D7_1247600	GO:0033014
PF3D7_1246100	ALAS	GO:0033014
PF3D7_1209600	PBGD	GO:0033014
PF3D7_1440300	PBGS	GO:0033014
PF3D7_1364900	FC	GO:0006783
PF3D7_0716500	PF3D7_0716500	GO:0006783
PF3D7_1435300	PF3D7_1435300	GO:0006807
PF3D7_1435300	PF3D7_1435300	GO:0006807
PF3D7_0922600	PF3D7_0922600	GO:0006807
PF3D7_1308200	cpsSII	GO:0006807
PF3D7_0922600	PF3D7_0922600	GO:0006807
PF3D7_0525100	ACS10	GO:0008152
PF3D7_1009300	PF3D7_1009300	GO:0008152
PF3D7_0914200	PF3D7_0914200	GO:0008152
PF3D7_1009000	DPH5	GO:0008152
PF3D7_1124500	pdhA	GO:0008152
PF3D7_1372400	ACS4	GO:0008152
PF3D7_0731600	ACS5	GO:0008152
PF3D7_1212500	GAT	GO:0008152
PF3D7_0301000	ACS2	GO:0008152
PF3D7_1477900	ACS1b	GO:0008152
PF3D7_0407100	PF3D7_0407100	GO:0008152
PF3D7_1435300	PF3D7_1435300	GO:0008152
PF3D7_1479000	ACS1a	GO:0008152
PF3D7_1200700	ACS7	GO:0008152
PF3D7_1455200	PF3D7_1455200	GO:0008152
PF3D7_1455200	PF3D7_1455200	GO:0008152
PF3D7_1363700	PF3D7_1363700	GO:0008152
PF3D7_0318800	PF3D7_0318800	GO:0008152
PF3D7_0517500	PF3D7_0517500	GO:0008152
PF3D7_1320800	PF3D7_1320800	GO:0008152
PF3D7_1219900	PF3D7_1219900	GO:0008152
PF3D7_0303700	BCKDH-E2	GO:0008152
PF3D7_1337200	DXS	GO:0008152
PF3D7_0517500	PF3D7_0517500	GO:0008152
PF3D7_1019500	PF3D7_1019500	GO:0008152
PF3D7_0913300	PF3D7_0913300	GO:0008152
PF3D7_0320500	Nico	GO:0008152
PF3D7_1303900	PF3D7_1303900	GO:0008152
PF3D7_1348800	PF3D7_1348800	GO:0008152
PF3D7_0407100	PF3D7_0407100	GO:0008152
PF3D7_0111200	PF3D7_0111200	GO:0008152
PF3D7_1318200	G3PAT	GO:0008152
PF3D7_0924000	PF3D7_0924000	GO:0008152
PF3D7_0715000	PNPase	GO:0008152
PF3D7_0820700	KDH	GO:0008152
PF3D7_0215300	ACS8	GO:0008152
PF3D7_0215000	ACS9	GO:0008152
PF3D7_1450900	PF3D7_1450900	GO:0008152
PF3D7_0320500	Nico	GO:0008152
PF3D7_1015000	PF3D7_1015000	GO:0008152
PF3D7_1431600	PF3D7_1431600	GO:0008152
PF3D7_1028000	PF3D7_1028000	GO:0008152
PF3D7_1238800	ACS11	GO:0008152
PF3D7_1118400	PF3D7_1118400	GO:0008152
PF3D7_0218600	PF3D7_0218600	GO:0008152
PF3D7_1446400	pdhB	GO:0008152
PF3D7_1425200	PF3D7_1425200	GO:0008152
PF3D7_0522300	PF3D7_0522300	GO:0008152
PF3D7_1108500	PF3D7_1108500	GO:0008152
PF3D7_1358000	PF3D7_1358000	GO:0008152
PF3D7_0610800	TK	GO:0008152
PF3D7_0504600	BCKDHB	GO:0008152
PF3D7_1342100	IRP	GO:0008152
PF3D7_1444300	LPAAT	GO:0008152
PF3D7_1343600	PF3D7_1343600	GO:0008152
PF3D7_0619500	ACS12	GO:0008152
PF3D7_1312000	MCAT	GO:0008152
PF3D7_1439900	TIM	GO:0008152
PF3D7_0621200	PDX1	GO:0008152
PF3D7_1253400	ACS3	GO:0008152
PF3D7_1023200	OMPDC	GO:0008152
PF3D7_1312600	BCKDHA	GO:0008152
PF3D7_0211400	KASIII	GO:0008152
PF3D7_0627800	ACS	GO:0008152
PF3D7_0626300	FabB/FabF	GO:0008152
PF3D7_1020800	DLAT	GO:0008152
PF3D7_0209100	PF3D7_0209100	GO:0008152
PF3D7_0401900	ACS6	GO:0008152
PF3D7_1458400	ADCL	GO:0008152
PF3D7_1214100	PIGO	GO:0008152
PF3D7_0109500	PF3D7_0109500	GO:0016747
PF3D7_1450900	PF3D7_1450900	GO:0016747
PF3D7_0626300	FabB/FabF	GO:0016747
PF3D7_1303900	PF3D7_1303900	GO:0016829
PF3D7_1021600	DPA	GO:0016829
PF3D7_0927300	FH	GO:0016829
PF3D7_0624000	HK	GO:0004396
PF3D7_1435300	PF3D7_1435300	GO:0016639
PF3D7_1416500	GDH1	GO:0016639
PF3D7_1430700	GDH2	GO:0016639
PF3D7_1438900	Trx-Px1	GO:0016209
PF3D7_1027300	nPrx	GO:0016209
PF3D7_1027300	nPrx	GO:0016209
PF3D7_0802200	1-CysPxn	GO:0016209
PF3D7_1215000	Trx-Px2	GO:0016209
PF3D7_0729000	SRP9	GO:0048500
PF3D7_1216300	SRP19	GO:0048500
PF3D7_1203200	SRP14	GO:0048500
PF3D7_1450100	SRP54	GO:0048500
PF3D7_0920700	PF3D7_0920700	GO:0005792
PF3D7_1011200	BET1	GO:0005794
PF3D7_1111300	BOS1	GO:0005794
PF3D7_1451000	PF3D7_1451000	GO:0005794
PF3D7_1316200	PF3D7_1316200	GO:0005794
PF3D7_0816700	TRAPPC2L	GO:0005794
PF3D7_0526900	PF3D7_0526900	GO:0005794
PF3D7_0422100	PF3D7_0422100	GO:0005794
PF3D7_1236000	PF3D7_1236000	GO:0005794
