 name	GO
PF3D7_1033100	AdoMetDC/ODC	GO:0004586
PF3D7_1023200	OMPDC	GO:0004590
PF3D7_1451700	CNB	GO:0005955
PF3D7_0802800	CNA	GO:0005955
PF3D7_0524000	KASbeta	GO:0006607
PF3D7_0812400	KARalpha	GO:0006607
PF3D7_1409900	CDS	GO:0004605
PF3D7_1454700	6PGD	GO:0004616
PF3D7_0413500	PGM2	GO:0004619
PF3D7_0813800	GMD	GO:0006004
PF3D7_1440300	PBGS	GO:0004655
PF3D7_1147500	FTB	GO:0004660
PF3D7_1347200	NT1	GO:0005337
PF3D7_0103200	NT4	GO:0005345
PF3D7_0204700	HT	GO:0005353
PF3D7_0204700	HT	GO:0005355
PF3D7_0511800	INO1	GO:0006021
PF3D7_1252200	CHT1	GO:0006032
PF3D7_1343000	PMT	GO:0006656
PF3D7_1316600	CCT	GO:0006656
PF3D7_1401800	CK	GO:0006656
PF3D7_1108400	CK2alpha	GO:0004674
PF3D7_1201600	NEK3	GO:0004674
PF3D7_1103700	CK2beta1	GO:0004674
PF3D7_0719200	NEK4	GO:0004674
PF3D7_0302100	SRPK1	GO:0004674
PF3D7_1246900	PKB	GO:0004674
PF3D7_1246900	PKB	GO:0004683
PF3D7_0628200	PK4	GO:0004686
PF3D7_1436600	PKG	GO:0004692
PF3D7_1356900	PK5	GO:0004693
PF3D7_1014400	MRK	GO:0004693
PF3D7_1463700	CYC1	GO:0004693
PF3D7_0629000	GNA1	GO:0006048
PF3D7_1121600	EXP1	GO:0006749
PF3D7_0810800	PPPK-DHPS	GO:0006761
PF3D7_1431500	MAPK1	GO:0004707
PF3D7_1201600	NEK3	GO:0004708
PF3D7_1423300	PP7	GO:0004722
PF3D7_1138500	PPM2	GO:0004722
PF3D7_0717500	CDPK4	GO:0004723
PF3D7_1113100	PRL	GO:0004725
PF3D7_1206000	SHLP2	GO:0004725
PF3D7_0513300	PNP	GO:0004731
PF3D7_0904900	CuTP	GO:0006825
PF3D7_1439000	CTR1	GO:0006825
PF3D7_0316600	FNT	GO:0006846
PF3D7_0316600	FNT	GO:0006848
PF3D7_0103200	NT4	GO:0006863
PF3D7_1020800	DLAT	GO:0004742
PF3D7_0626800	PyrK	GO:0004743
PF3D7_1129000	SpdSyn	GO:0004766
PF3D7_1238600	NSM	GO:0004767
PF3D7_0211400	KASIII	GO:0005504
PF3D7_0904900	CuTP	GO:0005507
PF3D7_0511000	TCTP	GO:0005509
PF3D7_1304100	LigI	GO:0005509
PF3D7_0717500	CDPK4	GO:0005509
PF3D7_1136300	TSN	GO:0005509
PF3D7_0408700	PLP1	GO:0005509
PF3D7_1238900	PK2	GO:0005509
PF3D7_1238900	PK2	GO:0005516
PF3D7_1227100	DH60	GO:0005524
PF3D7_1342600	MyoA	GO:0005524
PF3D7_1350100	KRS1	GO:0005524
PF3D7_1239700	FTSH1	GO:0005524
PF3D7_1223300	GyrA	GO:0005524
PF3D7_0831700	HSP70x	GO:0005524
PF3D7_0215800	ORC5	GO:0005524
PF3D7_0626700	PF3D7_0626700	GO:0005524
PF3D7_1246900	PKB	GO:0005524
PF3D7_0915400	PFK9	GO:0005524
PF3D7_0616000	PDXK	GO:0005524
PF3D7_0415600	GAK	GO:0005525
PF3D7_1020900	ARF1	GO:0005525
PF3D7_1116400	SEC12	GO:0005525
PF3D7_1247400	FKBP35	GO:0005528
PF3D7_1243900	DOC2	GO:0005544
PF3D7_0624000	HK	GO:0006096
PF3D7_1454700	6PGD	GO:0006098
PF3D7_1453800	GluPho	GO:0006098
PF3D7_0927300	FH	GO:0006106
PF3D7_1238600	NSM	GO:0006684
PF3D7_1251300	TMK	GO:0004798
PF3D7_0610800	TK	GO:0004802
PF3D7_1439900	TIM	GO:0004807
PF3D7_0102900	PF3D7_0102900	GO:0004815
PF3D7_0211800	AsnRS	GO:0004816
PF3D7_0509600	AsnRS	GO:0004816
PF3D7_1357200	PF3D7_1357200	GO:0004818
PF3D7_1357200	PF3D7_1357200	GO:0004819
PF3D7_1034900	MRScyt	GO:0004825
PF3D7_1123100	CDPK7	GO:0005546
PF3D7_0415600	GAK	GO:0006139
PF3D7_0513300	PNP	GO:0006148
PF3D7_0513300	PNP	GO:0006152
PF3D7_0206700	ADSL	GO:0006163
PF3D7_1012600	GMPS	GO:0006164
PF3D7_0603700	mFRS	GO:0004826
PF3D7_0807900	TyrRS	GO:0004831
PF3D7_1117500	TyrRSapi	GO:0004831
PF3D7_1237000	UBA2	GO:0004839
PF3D7_1225800	UBA1	GO:0004839
PF3D7_1422500	HRD1	GO:0004842
PF3D7_1203900	UBC	GO:0004842
PF3D7_1333200	UBA1	GO:0004842
PF3D7_0316900	PF3D7_0316900	GO:0004842
PF3D7_0312100	PF3D7_0312100	GO:0004842
PF3D7_0704600	UT	GO:0004842
PF3D7_1345500	UBC	GO:0004842
PF3D7_1415000	UDG	GO:0004844
PF3D7_1209600	PBGD	GO:0004852
PF3D7_1315800	MYB1	GO:0005634
PF3D7_1118600	MYST	GO:0005634
PF3D7_1247400	FKBP35	GO:0005634
PF3D7_0209800	UAP56	GO:0005634
PF3D7_1031700	I3	GO:0005634
PF3D7_1114700	CLK3	GO:0005634
PF3D7_1337100	PK6	GO:0005634
PF3D7_1120900	HSBP	GO:0005634
PF3D7_0610800	TK	GO:0005634
PF3D7_1253200	PF3D7_1253200	GO:0005634
PF3D7_1317400	PF3D7_1317400	GO:0005634
PF3D7_0705300	ORC2	GO:0005634
PF3D7_0807600	PF3D7_0807600	GO:0005634
PF3D7_0927600	PF3D7_0927600	GO:0005634
PF3D7_1221000	SET10	GO:0005634
PF3D7_1238600	NSM	GO:0005634
PF3D7_1203000	ORC1	GO:0005634
PF3D7_1363500	PF3D7_1363500	GO:0005634
PF3D7_0607100	PF3D7_0607100	GO:0005634
PF3D7_0205600	PF3D7_0205600	GO:0005634
PF3D7_1211400	PfJ4	GO:0005634
PF3D7_1328800	SIR2A	GO:0005634
PF3D7_1362200	RUVB3	GO:0005634
PF3D7_1430100	PTPA	GO:0005634
PF3D7_1113900	MAPK2	GO:0005634
PF3D7_1212900	BDP2	GO:0005634
PF3D7_1451200	PF3D7_1451200	GO:0005634
PF3D7_0321400	STK	GO:0005634
PF3D7_1132300	PF3D7_1132300	GO:0005634
PF3D7_1314900	P44	GO:0005634
PF3D7_0823300	GCN5	GO:0005634
PF3D7_0302100	SRPK1	GO:0005634
PF3D7_1443000	SRPK2	GO:0005634
PF3D7_0317200	CRK4	GO:0005634
PF3D7_0501800	CAF1	GO:0005634
PF3D7_0516600	MB2	GO:0005634
PF3D7_0517300	SR1	GO:0005634
PF3D7_1014400	MRK	GO:0005634
PF3D7_0903700	PF3D7_0903700	GO:0005634
PF3D7_1407100	NOP1	GO:0005634
PF3D7_1342400	CK2beta2	GO:0005634
PF3D7_0512900	AKAL	GO:0005634
PF3D7_0727300	DNMT	GO:0005634
PF3D7_1124300	PF3D7_1124300	GO:0005634
PF3D7_1023900	CHD1	GO:0005634
PF3D7_0505800	SUMO	GO:0005634
PF3D7_1103700	CK2beta1	GO:0005634
PF3D7_0624600	ISWI	GO:0005634
PF3D7_0611400	SWIB	GO:0005634
PF3D7_0815000	Sel3	GO:0005634
PF3D7_1417800	MCM2	GO:0005634
PF3D7_1022400	SRSF4	GO:0005634
PF3D7_0519800	PF3D7_0519800	GO:0005634
PF3D7_0314700	RNF1	GO:0005634
PF3D7_0807100	PSH3	GO:0005634
PF3D7_1347500	ALBA4	GO:0005634
PF3D7_0305600	PF3D7_0305600	GO:0005634
PF3D7_1226600	PCNA2	GO:0005634
PF3D7_1346300	ALBA2	GO:0005634
PF3D7_1329300	CAF2	GO:0005634
PF3D7_0617800	H2A	GO:0005634
PF3D7_0910000	SET4	GO:0005634
PF3D7_1011400	PF3D7_1011400	GO:0005634
PF3D7_0320500	Nico	GO:0005634
PF3D7_1463000	MED20	GO:0005634
PF3D7_1429900	WRN	GO:0005634
PF3D7_1317100	MCM4	GO:0005634
PF3D7_1356900	PK5	GO:0005634
PF3D7_1361900	PCNA1	GO:0005634
PF3D7_0905100	NUP221	GO:0005634
PF3D7_0506200	TBP	GO:0005634
PF3D7_1222600	AP2-G	GO:0005634
PF3D7_0526800	PF3D7_0526800	GO:0005634
PF3D7_1008000	HDA2	GO:0005634
PF3D7_0818200	14-3-3I	GO:0005634
PF3D7_0107200	PF3D7_0107200	GO:0005634
PF3D7_0919000	NAPS	GO:0005634
PF3D7_1108400	CK2alpha	GO:0005634
PF3D7_0918600	BLM	GO:0005634
PF3D7_1445600	PF3D7_1445600	GO:0005634
PF3D7_1141800	PF3D7_1141800	GO:0005634
PF3D7_0818900	HSP70	GO:0005634
PF3D7_1118600	MYST	GO:0005634
PF3D7_0315800	PF3D7_0315800	GO:0005634
PF3D7_1027300	nPrx	GO:0005634
PF3D7_1015900	ENO	GO:0005634
PF3D7_1146600	ORP1	GO:0005634
PF3D7_0514100	UvrD	GO:0005634
PF3D7_1028500	PF3D7_1028500	GO:0005634
PF3D7_1216300	SRP19	GO:0005634
PF3D7_1203200	SRP14	GO:0005634
PF3D7_1364300	PRP16	GO:0005634
PF3D7_0404800	PF3D7_0404800	GO:0005634
PF3D7_0319200	PF3D7_0319200	GO:0005634
PF3D7_1123900	SNU13	GO:0005634
PF3D7_1220900	HP1	GO:0005634
PF3D7_0320000	I2	GO:0005634
PF3D7_1136300	TSN	GO:0005634
PF3D7_0414900	ARO	GO:0005634
PF3D7_1011800	PREBP	GO:0005634
PF3D7_1007700	AP2-I	GO:0005634
PF3D7_0711500	PF3D7_0711500	GO:0005634
PF3D7_1147000	SLARP	GO:0005634
PF3D7_1307800	PF3D7_1307800	GO:0005634
PF3D7_1466400	ApiAP2	GO:0005634
PF3D7_0309000	YVH1	GO:0005634
PF3D7_1445400	CLK1	GO:0005634
PF3D7_1426200	PRMT1	GO:0005634
PF3D7_0925700	HDAC1	GO:0005634
PF3D7_1033700	BDP1	GO:0005634
PF3D7_0912500	PF3D7_0912500	GO:0005634
PF3D7_0933000	PF3D7_0933000	GO:0005634
PF3D7_0503300	SRSF12	GO:0005634
PF3D7_1311800	M1AAP	GO:0005634
PF3D7_0906000	RNaseII	GO:0005634
PF3D7_0934100	XPD	GO:0005634
PF3D7_0302800	PF3D7_0302800	GO:0005634
PF3D7_1359400	CELF1	GO:0005634
PF3D7_0814200	ALBA1	GO:0005634
PF3D7_0729000	SRP9	GO:0005634
PF3D7_1028400	PF3D7_1028400	GO:0005634
PF3D7_1417700	PF3D7_1417700	GO:0005634
PF3D7_1202900	HMGB1	GO:0005634
PF3D7_0610400	H3	GO:0005634
PF3D7_1006200	ALBA3	GO:0005634
PF3D7_1450100	SRP54	GO:0005634
PF3D7_0210200	PF3D7_0210200	GO:0005634
PF3D7_0212100	PF3D7_0212100	GO:0005634
PF3D7_1009400	ZNF2	GO:0005634
PF3D7_1010600	eIF2beta	GO:0005634
PF3D7_1362200	RUVB3	GO:0005634
PF3D7_1012400	HGPRT	GO:0006166
PF3D7_0928900	GK	GO:0006186
PF3D7_1361100	SEC24A	GO:0006888
PF3D7_0320100	SEC22	GO:0006888
PF3D7_0214100	SEC31	GO:0006888
PF3D7_0515300	PI3K	GO:0006897
PF3D7_0731100	PTP2	GO:0006900
PF3D7_1031700	I3	GO:0004864
PF3D7_0320000	I2	GO:0004865
PF3D7_1032800	LRR1	GO:0004865
PF3D7_0911900	ICP	GO:0004869
PF3D7_1230700	SEC13	GO:0005643
PF3D7_0905100	NUP221	GO:0005643
PF3D7_1107700	PES	GO:0005654
PF3D7_1230700	SEC13	GO:0005654
PF3D7_0215800	ORC5	GO:0005656
PF3D7_1203000	ORC1	GO:0005664
PF3D7_0506200	TBP	GO:0005669
PF3D7_1023200	OMPDC	GO:0006207
PF3D7_0603300	DHODH	GO:0006207
PF3D7_1251300	TMK	GO:0006227
PF3D7_0517300	SR1	GO:0005681
PF3D7_1251300	TMK	GO:0006235
PF3D7_1410200	CTPS	GO:0006241
PF3D7_0409600	RPA1	GO:0006261
PF3D7_0705300	ORC2	GO:0006270
PF3D7_1239700	FTSH1	GO:0004222
PF3D7_1401300	EH2	GO:0004301
PF3D7_0301300	EH1	GO:0004301
PF3D7_1124600	EK	GO:0004305
PF3D7_1347700	ECT	GO:0004306
PF3D7_1312000	MCAT	GO:0004314
PF3D7_1328800	SIR2A	GO:0005730
PF3D7_1314200	TERT	GO:0005730
PF3D7_1123900	SNU13	GO:0005730
PF3D7_1362400	Pcalp	GO:0005730
PF3D7_0509400	RNAPI	GO:0005730
PF3D7_1008800	NOP5	GO:0005730
PF3D7_0621300	PUF3	GO:0005730
PF3D7_1407100	NOP1	GO:0005730
PF3D7_1028400	PF3D7_1028400	GO:0005730
PF3D7_1311800	M1AAP	GO:0005737
PF3D7_1343700	Kelch13	GO:0005737
PF3D7_1328800	SIR2A	GO:0005737
PF3D7_0730200	PF3D7_0730200	GO:0005737
PF3D7_0932200	PFN	GO:0005737
PF3D7_1426200	PRMT1	GO:0005737
PF3D7_1145400	DYN1	GO:0005737
PF3D7_1438400	MCA2	GO:0005737
PF3D7_1468700	eIF4A	GO:0005737
PF3D7_0918600	BLM	GO:0005737
PF3D7_0813000	PF3D7_0813000	GO:0005737
PF3D7_0410400	RRP4	GO:0005737
PF3D7_0822500	DLC1	GO:0005737
PF3D7_1225800	UBA1	GO:0005737
PF3D7_0410400	RRP4	GO:0005737
PF3D7_0511000	TCTP	GO:0005737
PF3D7_1415800	KsgA1	GO:0005737
PF3D7_1443000	SRPK2	GO:0005737
PF3D7_1349300	TKL3	GO:0005737
PF3D7_1465700	PM8	GO:0005737
PF3D7_0320500	Nico	GO:0005737
PF3D7_0816500	HSP20	GO:0005737
PF3D7_1229400	MIF	GO:0005737
PF3D7_0729000	SRP9	GO:0005737
PF3D7_1436600	PKG	GO:0005737
PF3D7_0208900	P230p	GO:0005737
PF3D7_1327600	NMNAT	GO:0005737
PF3D7_0919900	RCC-PIP	GO:0005737
PF3D7_1219000	FRM2	GO:0005737
PF3D7_0201900	EMP3	GO:0005737
PF3D7_1346300	ALBA2	GO:0005737
PF3D7_0507200	SUB3	GO:0005737
PF3D7_0923800	TRXR	GO:0005737
PF3D7_0828800	GAMA	GO:0005737
PF3D7_0512900	AKAL	GO:0005737
PF3D7_1015600	HSP60	GO:0005737
PF3D7_0511700	CGI121	GO:0005737
PF3D7_0202400	PTEF	GO:0005737
PF3D7_0202700	OPP	GO:0005737
PF3D7_1449700	RRP6	GO:0005737
PF3D7_0802600	ACbeta	GO:0005737
PF3D7_0905100	NUP221	GO:0005737
PF3D7_0814200	ALBA1	GO:0005737
PF3D7_0705400	MCM7	GO:0005737
PF3D7_0709700	PARE	GO:0005737
PF3D7_1115200	SET7	GO:0005737
PF3D7_1209000	PF3D7_1209000	GO:0005737
PF3D7_0818900	HSP70	GO:0005737
PF3D7_1211400	PfJ4	GO:0005737
PF3D7_1203000	ORC1	GO:0005737
PF3D7_1129000	SpdSyn	GO:0005737
PF3D7_1108400	CK2alpha	GO:0005737
PF3D7_0818200	14-3-3I	GO:0005737
PF3D7_0934100	XPD	GO:0005737
PF3D7_0610800	TK	GO:0005737
PF3D7_0302100	SRPK1	GO:0005737
PF3D7_0629100	NAPRT	GO:0005737
PF3D7_0708800	HSP110c	GO:0005737
PF3D7_1463700	CYC1	GO:0005737
PF3D7_0409700	RF2	GO:0005737
PF3D7_1444800	FBPA	GO:0005737
PF3D7_1337800	CDPK5	GO:0005737
PF3D7_1114700	CLK3	GO:0005737
PF3D7_0708300	BUD32	GO:0005737
PF3D7_0919000	NAPS	GO:0005737
PF3D7_0831800	HRP2	GO:0005737
PF3D7_0807100	PSH3	GO:0005737
PF3D7_1355100	MCM6	GO:0005737
PF3D7_1453700	P23	GO:0005737
PF3D7_1427800	RRP41	GO:0005737
PF3D7_1417800	MCM2	GO:0005737
PF3D7_1430100	PTPA	GO:0005737
PF3D7_1106000	RUVB2	GO:0005737
PF3D7_1216300	SRP19	GO:0005737
PF3D7_1342400	CK2beta2	GO:0005737
PF3D7_0516600	MB2	GO:0005737
PF3D7_0515700	GAP40	GO:0005737
PF3D7_1032700	PF3D7_1032700	GO:0005737
PF3D7_1362400	Pcalp	GO:0005737
PF3D7_0417100	PUF2	GO:0005737
PF3D7_0320800	DOZI	GO:0005737
PF3D7_1360800	FLN	GO:0005737
PF3D7_1015900	ENO	GO:0005737
PF3D7_0323600	PF3D7_0323600	GO:0005737
PF3D7_1011400	PF3D7_1011400	GO:0005737
PF3D7_1419800	GR	GO:0005737
PF3D7_1033400	HAD1	GO:0005737
PF3D7_0611400	SWIB	GO:0005737
PF3D7_0802800	CNA	GO:0005737
PF3D7_1457500	VPS4	GO:0005737
PF3D7_1347500	ALBA4	GO:0005737
PF3D7_1359400	CELF1	GO:0005737
PF3D7_1335900	TRAP	GO:0005737
PF3D7_1120900	HSBP	GO:0005737
PF3D7_0202000	KAHRP	GO:0005737
PF3D7_0515300	PI3K	GO:0005737
PF3D7_1103700	CK2beta1	GO:0005737
PF3D7_0926700	NADSYN	GO:0005737
PF3D7_1247800	DPAP2	GO:0005737
PF3D7_0320000	I2	GO:0005737
PF3D7_0915400	PFK9	GO:0005737
PF3D7_1213800	PRS	GO:0005737
PF3D7_1359300	DIS3	GO:0005737
PF3D7_1406700	VPS29	GO:0005737
PF3D7_1014100	MSA180	GO:0005737
PF3D7_0935900	REX1	GO:0005737
PF3D7_1410100	PF3D7_1410100	GO:0005737
PF3D7_1010600	eIF2beta	GO:0005737
PF3D7_0213400	PK7	GO:0005737
PF3D7_1235600	SHMT	GO:0005737
PF3D7_1142400	CPO	GO:0005737
PF3D7_0314700	RNF1	GO:0005737
PF3D7_1314900	P44	GO:0005737
PF3D7_0517300	SR1	GO:0005737
PF3D7_1108200	DTD	GO:0005737
PF3D7_1451700	CNB	GO:0005737
PF3D7_0417200	DHFR-TS	GO:0005737
PF3D7_0813800	GMD	GO:0005737
PF3D7_1203200	SRP14	GO:0005737
PF3D7_0826700	RACK1	GO:0005737
PF3D7_1124600	EK	GO:0005737
PF3D7_1203500	SUA5	GO:0005737
PF3D7_1014000	FS	GO:0005737
PF3D7_1203700	NAPL	GO:0005737
PF3D7_1134800	PF3D7_1134800	GO:0005737
PF3D7_1337100	PK6	GO:0005737
PF3D7_0209800	UAP56	GO:0005737
PF3D7_0902100	FIKK9.2	GO:0005737
PF3D7_1475500	CCp1	GO:0005737
PF3D7_1316600	CCT	GO:0005737
PF3D7_1030600	KAE1	GO:0005737
PF3D7_0518700	PUF1	GO:0005737
PF3D7_1246900	PKB	GO:0005737
PF3D7_1247400	FKBP35	GO:0005737
PF3D7_1327600	NMNAT	GO:0005737
PF3D7_1203900	UBC	GO:0005737
PF3D7_1118600	MYST	GO:0005737
PF3D7_1402300	RPN6	GO:0005737
PF3D7_0309000	YVH1	GO:0005737
PF3D7_0603300	DHODH	GO:0005743
PF3D7_0823900	DTC	GO:0005743
PF3D7_1415000	UDG	GO:0006284
PF3D7_0629000	GNA1	GO:0004343
PF3D7_1453800	GluPho	GO:0004345
PF3D7_1416500	GDH1	GO:0004354
PF3D7_1430700	GDH2	GO:0004354
PF3D7_0621200	PDX1	GO:0004359
PF3D7_1116200	PDX2	GO:0004359
PF3D7_1419300	GST	GO:0004364
PF3D7_1121600	EXP1	GO:0004364
PF3D7_1318200	G3PAT	GO:0004366
PF3D7_1456100	SHMT	NOT	GO:0004372
PF3D7_1232200	LPD1	GO:0005759
PF3D7_0214200	mRPL13	GO:0005762
PF3D7_0903200	RAB7	GO:0005768
PF3D7_0211200	RAB5a	GO:0005768
PF3D7_0322300	DGAT	GO:0005783
PF3D7_0709000	CRT	GO:0005783
PF3D7_0824400	NT2	GO:0005783
PF3D7_1343700	Kelch13	GO:0005783
PF3D7_1036800	ACT	GO:0005783
PF3D7_0918000	GAP50	GO:0005783
PF3D7_1354200	SAC1	GO:0005783
PF3D7_1218000	TRAMP	GO:0005783
PF3D7_1431800	E-NTPDase	GO:0005783
PF3D7_1141600	DPM1	GO:0005783
PF3D7_0707300	RAMA	GO:0005783
PF3D7_1469200	SHLP1	GO:0005783
PF3D7_1332000	SYN5	GO:0005783
PF3D7_1451800	SORTLR	GO:0005783
PF3D7_1113300	UGT	GO:0005783
PF3D7_1331300	SEC11	GO:0005783
PF3D7_0704600	UT	GO:0005783
PF3D7_1403600	Sel1	GO:0005783
PF3D7_1361100	SEC24A	GO:0005783
PF3D7_1214100	PIGO	GO:0005783
PF3D7_1032400	PIGA	GO:0005783
PF3D7_1427200	Sel4	GO:0005783
PF3D7_1323500	PMV	GO:0005783
PF3D7_1331300	SEC11	GO:0005783
PF3D7_0917900	BIP	GO:0005783
PF3D7_1222300	GRP94	GO:0005783
PF3D7_0916100	TRX3	GO:0005783
PF3D7_0320700	SPC25	GO:0005783
PF3D7_0511200	SCD	GO:0005783
PF3D7_0830500	TryThrA	GO:0005783
PF3D7_0927900	PSD	GO:0005783
PF3D7_1457000	SPP	GO:0005783
PF3D7_1369000	GPAA1	GO:0005783
PF3D7_1310500	EMC7	GO:0005783
PF3D7_0909200	POFUT2	GO:0005783
PF3D7_0513800	RAB1a	GO:0005783
PF3D7_1436600	PKG	GO:0005783
PF3D7_0320100	SEC22	GO:0005783
PF3D7_1108600	ERC	GO:0005783
PF3D7_1037500	DYN2	GO:0005783
PF3D7_1322500	DHHC5	GO:0005783
PF3D7_1449000	GEST	GO:0005783
PF3D7_0931200	Sel2	GO:0005783
PF3D7_0705300	ORC2	GO:0005783
PF3D7_1422500	HRD1	GO:0005783
PF3D7_0817500	HINT1	GO:0005783
PF3D7_1341600	GPI10	GO:0005783
PF3D7_1468500	DER1-1	GO:0005783
PF3D7_0416800	SAR1	GO:0005783
PF3D7_1011800	PREBP	GO:0006355
PF3D7_0404100	ApiAP2	GO:0006355
PF3D7_1239200	ApiAP2	GO:0006355
PF3D7_1322100	SET2	GO:0006355
PF3D7_1451400	Sir2B	GO:0006355
PF3D7_1328800	SIR2A	GO:0006355
PF3D7_1033700	BDP1	GO:0006355
PF3D7_1315800	MYB1	GO:0006355
PF3D7_1414600	Pgt1	GO:0006370
PF3D7_0928900	GK	GO:0004385
PF3D7_1446800	HDP	GO:0004392
PF3D7_1011900	HO	NOT	GO:0004392
PF3D7_0415300	CRK3	GO:0004407
PF3D7_0406400	cGLO2	GO:0004416
PF3D7_1205700	tGLO2	GO:0004416
PF3D7_1239600	ThzK	GO:0004417
PF3D7_1331300	SEC11	GO:0005787
PF3D7_0320700	SPC25	GO:0005787
PF3D7_1433600	SPC1	GO:0005787
PF3D7_0827900	PDI8	GO:0005788
PF3D7_0512600	RAB1b	GO:0005793
PF3D7_0213900	PF3D7_0213900	GO:0005829
PF3D7_1406300	GDPD	GO:0005829
PF3D7_0802200	1-CysPxn	GO:0005829
PF3D7_1144900	RAB6	GO:0005829
PF3D7_0214000	CCT8	GO:0005829
PF3D7_0320300	CCT5	GO:0005829
PF3D7_1142400	CPO	GO:0005829
PF3D7_0827100	IF2c	GO:0005829
PF3D7_1026900	HCS1	GO:0005829
PF3D7_1446200	LAP	GO:0005829
PF3D7_0627500	DJ1	GO:0005829
PF3D7_1438900	Trx-Px1	GO:0005829
PF3D7_0503400	ADF1	GO:0005829
PF3D7_0814900	FeSOD	GO:0005829
PF3D7_0306800	CCT2	GO:0005829
PF3D7_0420400	RRF2	GO:0005829
PF3D7_1212000	TPx(Gl)	GO:0005829
PF3D7_0911900	ICP	GO:0005829
PF3D7_1357800	CCT4	GO:0005829
PF3D7_0817900	HMGB2	GO:0005829
PF3D7_1015200	CysRS	GO:0005829
PF3D7_1008900	AK1	GO:0005829
PF3D7_1462000	TLP1	GO:0005829
PF3D7_0406400	cGLO2	GO:0005829
PF3D7_1453800	GluPho	GO:0005829
PF3D7_1115600	CYP19B	GO:0005829
PF3D7_0315800	PF3D7_0315800	GO:0005829
PF3D7_1454400	APP	GO:0005829
PF3D7_1136500	CK1	GO:0005829
PF3D7_1113700	GLO1	GO:0005829
PF3D7_0110900	AKLP1	GO:0005829
PF3D7_1132200	TCP1	GO:0005829
PF3D7_1336900	cTrpRS	GO:0005829
PF3D7_0618500	MDH	GO:0005829
PF3D7_0606900	GLP2	GO:0005829
PF3D7_1445700	PF3D7_1445700	GO:0005829
PF3D7_0209700	PF3D7_0209700	GO:0005829
PF3D7_1315100	PK9	GO:0005829
PF3D7_0417100	PUF2	GO:0005829
PF3D7_0821100	PK1	GO:0005829
PF3D7_0608700	CCT6	GO:0005829
PF3D7_0313500	PfG	GO:0005829
PF3D7_1434300	HOP	GO:0005829
PF3D7_0414900	ARO	GO:0005829
PF3D7_1443400	WLP1	GO:0005829
PF3D7_1128200	MBF1	GO:0005829
PF3D7_0802000	GDH3	GO:0005829
PF3D7_0308200	CCT7	GO:0005829
PF3D7_0715000	PNPase	GO:0005829
PF3D7_0932300	M18AAP	GO:0005829
PF3D7_1347700	ECT	GO:0005829
PF3D7_0218200	PF3D7_0218200	GO:0005829
PF3D7_1416500	GDH1	GO:0005829
PF3D7_0525000	PF3D7_0525000	GO:0005829
PF3D7_1019900	ATG8	GO:0005829
PF3D7_0624000	HK	GO:0005829
PF3D7_1401800	CK	GO:0005829
PF3D7_0623000	CS	GO:0005829
PF3D7_1437900	HSP40	GO:0005829
PF3D7_0932200	PFN	GO:0005829
PF3D7_0807700	DegP	GO:0005829
PF3D7_0729200	AOP	GO:0005829
PF3D7_1359300	DIS3	GO:0005829
PF3D7_1031400	OTU	GO:0005829
PF3D7_0525400	PF3D7_0525400	GO:0005829
PF3D7_1202900	HMGB1	GO:0005829
PF3D7_1342100	IRP	GO:0005829
PF3D7_0931900	AKLP2	GO:0005829
PF3D7_1457200	TRX1	GO:0005829
PF3D7_1205700	tGLO2	GO:0005829
PF3D7_1320600	RAB11a	GO:0005829
PF3D7_0213100	SIS1	GO:0005829
PF3D7_0826700	RACK1	GO:0005829
PF3D7_0910600	YKT6.1	GO:0005829
PF3D7_0516600	MB2	GO:0005829
PF3D7_1462800	GAPDH	GO:0005829
PF3D7_0824300	Obg2	GO:0005829
PF3D7_0924300	TPK	GO:0005829
PF3D7_0304500	GLP1	GO:0005829
PF3D7_0304200	EHD	GO:0005829
PF3D7_1244600	ARFGAP	GO:0005829
PF3D7_1229500	CCT3	GO:0005829
PF3D7_1342600	MyoA	GO:0005829
PF3D7_1450100	SRP54	GO:0005829
PF3D7_0316300	PPase	GO:0005829
PF3D7_0909300	ARP	GO:0005829
PF3D7_1460000	HCS2	GO:0005829
PF3D7_1126000	ThrRS	GO:0005829
PF3D7_1352800	MON1	GO:0005829
PF3D7_0306800	CCT2	GO:0005832
PF3D7_1229500	CCT3	GO:0005832
PF3D7_0308200	CCT7	GO:0005832
PF3D7_1357800	CCT4	GO:0005832
PF3D7_0608700	CCT6	GO:0005832
PF3D7_1132200	TCP1	GO:0005832
PF3D7_0214000	CCT8	GO:0005832
PF3D7_0320300	CCT5	GO:0005832
PF3D7_0317800	PF3D7_0317800	GO:0005838
PF3D7_1402300	RPN6	GO:0005838
PF3D7_0202400	PTEF	GO:0006417
PF3D7_0518700	PUF1	GO:0006417
PF3D7_0509600	AsnRS	GO:0006421
PF3D7_0211800	AsnRS	GO:0006421
PF3D7_0102900	PF3D7_0102900	GO:0006422
PF3D7_1357200	PF3D7_1357200	GO:0006424
PF3D7_1012400	HGPRT	GO:0004422
PF3D7_1113700	GLO1	GO:0004462
PF3D7_1479000	ACS1a	GO:0004467
PF3D7_1229400	MIF	GO:0005125
PF3D7_1010600	eIF2beta	GO:0005850
PF3D7_0319600	EF-1delta	GO:0005853
PF3D7_1338300	EF-1gamma	GO:0005853
PF3D7_0913200	EF-1beta	GO:0005853
